schema_version,timestamp,topic,batch_id,batch_size,creator_count,qualifying_video_count,total_views,total_likes,total_comments,total_engagement,mean_view_rate,median_view_rate,mean_creator_views_rate,median_creator_views_rate,mean_creator_authority,median_creator_authority,max_creator_authority,expected_views_rate_mean,expected_views_rate_median,delta_hours,decay_factor,topic_rate_batch,topic_rate,er_batch,er_norm,er_low,er_high,pr_batch,pr_norm,pr_low,pr_high,supply_batch,supply,supply_norm,supply_low,supply_high,demand_batch,demand,demand_norm,gap_score
1.0,2026-09-17T01:18:38.104279Z,Tokyo Game Show,tokyo_game_show_20260917T011838Z_94deccfd,49,39,49,35360,2527,159,2686,2559.11376040081,31.483579769580214,165.72512171566498,6.008801044830958,0.04541517108994788,0.001646646716390137,1.3228637827827696,165.72512171566498,6.008801044830958,0.5077223727777778,0.9710986745613903,2559.11376040081,3649.1136704521,0.07596153845939023,0.39598582573478747,0.0,2114400.7162808445,159.2055549237239,0.8422851718028128,0.0,5466.948705553984,2.225343383407446,0.4724125930715447,0.4724125930715447,4.7396785514831e-06,0.09084047658847838,0.6191354987688001,0.6279218311191713,0.6279218311191713,0.331283650633931
1.0,2026-09-17T01:49:07.470604Z,Tokyo Game Show,tokyo_game_show_20260917T014907Z_95830984,49,41,49,43885,3456,281,3737,949.0499619488259,24.48584650124004,164.32407721783338,6.006746456399358,0.04601610405811276,0.0016820850277586446,1.3282245638871004,164.32407721783338,6.006746456399358,0.5081573125,0.9710742778553285,949.0499619488259,3571.012377847023,0.08515438076597574,0.4002277844115459,0.0,2082165.870803882,71.1633461209994,0.8073643602388143,0.0,5318.512448760674,2.2547890988475254,0.4756732501154731,0.4756732501154731,5.108748951960618e-06,0.09564019975136527,0.6037960723251801,0.627223976123767,0.627223976123767,0.32887030885062485
1.0,2026-09-17T02:19:35.774428Z,Tokyo Game Show,tokyo_game_show_20260917T021935Z_cc04e34f,49,43,49,43951,3297,328,3625,682.4328467829276,21.388396818585857,140.95671577403968,6.004694469015718,0.04041762732125028,0.0017217732542499256,1.3350980571186104,140.95671577403968,6.004694469015718,0.5078621733333334,0.9710908327801977,682.4328467829276,3487.5059491557927,0.08247821437322295,0.39951522297535824,0.0,2021972.2066732813,66.75786022821276,0.8055049495301264,0.0,5173.514174202188,1.9804637387412638,0.47814224450913034,0.47814224450913034,5.409222495060971e-06,0.097087742999804,0.6025100862527424,0.6265095181488337,0.6265095181488337,0.3269488509348166
1.0,2026-09-17T02:50:02.663015Z,Tokyo Game Show,tokyo_game_show_20260917T025002Z_706c69e8,48,44,48,48690,3834,393,4227,563.3833324945176,17.077035889071823,137.75622612955874,3.9981459526890686,0.040480384763182074,0.0011748760186853346,1.343016147689337,137.75622612955874,3.9981459526890686,0.5074690519444445,0.9711128841551429,563.3833324945176,3403.036480383732,0.08681454097172285,0.4015319844354316,0.0,1992450.377148886,57.42947301978525,0.7997733883519488,0.0,5031.143292180569,1.9430584686327395,0.47990705478142076,0.47990705478142076,5.534093642508121e-06,0.09858553851784582,0.6006526863936902,0.625762588854542,0.625762588854542,0.32545470784496155
1.0,2026-09-17T03:20:31.497497Z,Tokyo Game Show,tokyo_game_show_20260917T032031Z_55227e65,48,46,48,56517,943,26,969,6950.617431711417,42.22593147855238,46.834211450104,3.132742635871461,0.013359738276639837,0.0008936335300083417,0.13410759392616006,46.834211450104,3.132742635871461,0.5080095783333334,0.9710825645142813,6950.617431711417,3505.6234236741147,0.017145283719639307,0.34461567512207664,0.0,1934833.8508266082,1097.9433081118734,0.9307301998101971,0.0,5169.244431407256,0.6412674372787123,0.4798255204311883,0.4798255204311883,5.435437232852024e-06,0.09908858850626245,0.6376729374661368,0.6261070055921302,0.6261070055921302,0.32568488578827337
1.0,2026-09-17T03:51:03.488900Z,Tokyo Game Show,tokyo_game_show_20260917T035103Z_f75ae666,48,46,48,65707,961,42,1003,1875.118583067997,28.31175498148451,92.25852457869823,2.825136620784825,0.02667670188764673,0.0008168928320576212,0.6045737386383337,92.25852457869823,2.825136620784825,0.5088865008333333,0.9710333774858808,1875.118583067997,3458.393205448833,0.015264735872657942,0.340770969176987,0.0,1893271.5784033684,705.3485512599045,0.9113675564831824,0.0,5115.9932880046,1.280481690607043,0.47990974424164207,0.47990974424164207,5.34027435487628e-06,0.10062927185216215,0.6260692628300847,0.6261059123117894,0.6261059123117894,0.3256315840660586
1.0,2026-09-17T04:21:32.522882Z,Tokyo Game Show,tokyo_game_show_20260917T042132Z_8142c9ac,48,47,48,66314,997,48,1045,1139.2677695257917,28.777361365116192,100.16449114503631,3.2236404601828292,0.02953552225666346,0.0009505554660218435,0.7607184185176845,100.16449114503631,3.2236404601828292,0.508064995,0.9710794560915534,1139.2677695257917,3391.3228364500255,0.01575836173333296,0.34225200235506703,0.0,1838517.1635100718,326.2655723271956,0.8773102990643389,0.0,5060.2663922495785,1.4177050683198462,0.4802109339067363,0.4802109339067363,5.249208280289234e-06,0.10160149720820616,0.609781150709703,0.6256337913270813,0.6256337913270813,0.3251976041102914
1.0,2026-09-17T04:52:06.074083Z,Tokyo Game Show,tokyo_game_show_20260917T045206Z_f0e3fad2,49,46,49,72212,1161,78,1239,1391.8412312529767,29.970236993483454,205.4841939346838,4.966261361034282,0.06164483867137485,0.0014898682693723555,0.858816753130835,205.4841939346838,4.966261361034282,0.5093197780555555,0.9710090756660331,1391.8412312529767,3333.3560165265994,0.01715781310561738,0.34542746990043144,0.0,1814207.7867416127,218.49014961205265,0.8600543725762789,0.0,4970.507698595408,3.0205970948973677,0.48185462231649395,0.48185462231649395,5.202029474437534e-06,0.11583622624013128,0.6027409212383552,0.6249701058625518,0.6249701058625518,0.3238253715430527
1.0,2026-09-17T05:22:39.731737Z,Tokyo Game Show,tokyo_game_show_20260917T052239Z_88f81803,49,42,49,58725,1210,87,1297,841.2531182923103,97.65488912224089,189.80435838426715,7.359146410157981,0.058202494140735375,0.0022566429952618895,1.0618590181884862,189.80435838426715,7.359146410157981,0.5093493483333333,0.9710074171390658,841.2531182923103,3261.1035167515674,0.022085994039640938,0.3544353059959185,0.0,1805098.0914489557,175.13681104039821,0.851080698063988,0.0,4850.388413321669,2.8519222128960333,0.48536960973622173,0.48536960973622173,5.214557100301652e-06,0.12253310954720793,0.6027580020299532,0.6243261196016694,0.6243261196016694,0.32129719458247746
1.0,2026-09-17T05:53:09.525831Z,Tokyo Game Show,tokyo_game_show_20260917T055309Z_de01742b,50,42,50,49477,1162,81,1243,2142.479587378454,37.51037982521004,184.28812746543852,9.6278610949429,0.05707742998267093,0.002981926047474462,0.9016969542366878,184.28812746543852,9.6278610949429,0.5082761372222222,0.971067612827258,2142.479587378454,3228.7390561262505,0.02512278432352158,0.3589604311400303,0.0,1810737.0689278608,143.8059696039628,0.8430681177352118,0.0,4745.656621320075,2.8538714991335463,0.4893456496831017,0.4893456496831017,5.621523750197284e-06,0.12739293829158502,0.601014274437621,0.6236516522716721,0.6236516522716721,0.31847042931485087
1.0,2026-09-17T06:23:37.740159Z,Tokyo Game Show,tokyo_game_show_20260917T062337Z_fb870e79,50,43,50,43307,1627,77,1704,1873.1314504741076,13.129203484353418,155.93903657044274,9.421774429535793,0.048890584930583784,0.0029539496528564095,0.5376059416048468,155.93903657044274,9.421774429535793,0.5078373133333334,0.9710922272384138,1873.1314504741076,3189.5514595081804,0.0393469877839761,0.3748152739177421,0.0,1816208.2387314858,26.79233383445399,0.7686229308768318,0.0,4613.708641653561,2.4445292465291892,0.4926946618105313,0.4926946618105313,6.021716762777483e-06,0.13620513830828607,0.571719102397287,0.6221503979209736,0.6221503979209736,0.31562021802201207
1.0,2026-09-17T06:54:07.604854Z,Tokyo Game Show,tokyo_game_show_20260917T065407Z_54320686,50,43,50,54881,1810,82,1892,978.9817149926452,71.31493398267244,206.2087761290766,9.511764445834372,0.06597431084000592,0.0030431881511851326,1.056017595056527,206.2087761290766,9.511764445834372,0.5082957486111112,0.9710665128041954,978.9817149926452,3125.591968109807,0.03447459047695059,0.37030387539393694,0.0,1792592.488107038,229.62200416056913,0.8662750482367175,0.0,4484.195688586245,3.2987155420002963,0.49609726097459306,0.49609726097459306,6.29171583731099e-06,0.14077675273837092,0.6182894618153272,0.6220386875755971,0.6220386875755971,0.3134469984491128
1.0,2026-09-17T07:24:37.168279Z,Tokyo Game Show,tokyo_game_show_20260917T072437Z_5653cf0e,50,43,50,75656,2096,75,2171,2365.001609343941,68.38814398407095,112.9194861907095,9.387961693391318,0.036383517888933965,0.0030248727100587215,0.6953686435588335,112.9194861907095,9.387961693391318,0.5082120625000001,0.971071206853307,2365.001609343941,3103.5890069517004,0.028695675160876923,0.3639672880349643,0.0,1769663.7439689669,385787026.56046134,1.0,0.0,4414.010181554209,1.8191758944466982,0.49860072053847193,0.49860072053847193,6.685332040133549e-06,0.1435847438009926,0.6819836440174821,0.6237728228206919,0.6237728228206919,0.31275924390997834
1.0,2026-09-17T07:55:07.148368Z,Tokyo Game Show,tokyo_game_show_20260917T075507Z_acb84e29,50,43,50,90827,2235,69,2304,1328.2343785089856,39.90009212345312,215.83108286994627,9.455228743139873,0.07071285188051232,0.003097821596034413,1.290237499576941,215.83108286994627,9.455228743139873,0.5083278025,0.9710647148711368,1328.2343785089856,3052.2186145728633,0.025366906316124427,0.3597569089976871,0.0,1747393.3040838765,169370278.48044896,1.0,0.0,4300.696404927563,3.5356425940256164,0.5013239100120207,0.5013239100120207,7.239996478507918e-06,0.14797674732270033,0.6798784544988435,0.6253962552706342,0.6253962552706342,0.3118701592714841
1.0,2026-09-17T08:25:39.014307Z,Tokyo Game Show,tokyo_game_show_20260917T082539Z_c53f821d,50,46,50,100834,2232,58,2290,1468.0046898094035,25.965491945161503,144.10341158957476,7.899140809667781,0.04793329316464832,0.0026275008204318983,1.2773521635735638,144.10341158957476,7.899140809667781,0.5088516497222222,0.9710353322548627,1468.0046898094035,3006.3323846048697,0.022710593648742384,0.35578034561883826,0.0,1754709.973101284,108403025.90367937,1.0,0.0,4186.3208512386345,2.3966646582324156,0.5035260419031117,0.5035260419031117,8.875720175779217e-06,0.147943078763711,0.6778901728094191,0.6269167241507858,0.6269167241507858,0.3112478274362757
1.0,2026-09-17T08:56:11.018216Z,Tokyo Game Show,tokyo_game_show_20260917T085611Z_f4f95d96,50,45,50,89628,2127,31,2158,1049.0987802491316,19.200567881240197,124.08869789847309,4.638583830347577,0.042069134085068904,0.0015725945104475623,1.2684998871520523,124.08869789847309,4.638583830347577,0.5088899747222222,0.9710331826386431,1049.0987802491316,2949.637556253987,0.02407729727290493,0.3578017274211291,0.0,1761815.2445110213,79708893.19960065,1.0,0.0,4257.004182902376,2.1034567042534453,0.5038019742118659,0.5038019742118659,8.914706967841881e-06,0.14748298740305513,0.6789008637105646,0.6284225392271012,0.6284225392271012,0.3118220233252539
1.0,2026-09-17T09:26:42.024465Z,Tokyo Game Show,tokyo_game_show_20260917T092642Z_64213d54,50,48,50,94123,2235,50,2285,886.9380107476014,37.12659122213797,124.66484553055328,5.061985872522255,0.04313782217970512,0.0017516008263253925,1.2404377743632484,124.66484553055328,5.061985872522255,0.5086128469444444,0.9710487266040605,886.9380107476014,2889.9197777783515,0.02427674425991228,0.3582543340150555,0.0,1739759.723089988,63032861.60698815,1.0,0.0,4160.235419201882,2.156891108985256,0.5047448163676648,0.5047448163676648,8.95636091621113e-06,0.14709332167815448,0.6791271670075277,0.6298905027684116,0.6298905027684116,0.31195653661683365
1.0,2026-09-17T09:57:13.611605Z,Tokyo Game Show,tokyo_game_show_20260917T095713Z_d3c2a20c,50,49,50,20374,1213,38,1251,333.0136261595766,36.03322384872104,61.98591362424202,5.525364093465256,0.022013052004923043,0.0019622220602071904,0.31034230792223055,61.98591362424202,5.525364093465256,0.5087742055555555,0.9710396760459493,333.0136261595766,2815.870947307367,0.061401786587739184,0.3913482448919849,0.0,1718336.0418611432,597488.3761034388,1.0,0.0,4063.229690846319,1.100652600246152,0.506484407337094,0.506484407337094,8.74847325375524e-06,0.14607952135948504,0.6956741224459925,0.6317956177051444,0.6317956177051444,0.31180098871358114
